"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","502ff99b3a90ddedbb1b0f6332dce4df","57","https://signomy.xyz/kassa","https://signomy.xyz/kassa?tab=hiring&role=genesis-council"
